LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value
TUR,CPI,TOT,AGRWTH,M,1.1,7.307654
TUR,CPI,TOT,AGRWTH,M,2.1,7.025403
TUR,CPI,TOT,AGRWTH,M,3.1,7.290645
TUR,CPI,TOT,AGRWTH,M,4.1,6.133784
TUR,CPI,TOT,AGRWTH,M,5.1,6.514689
TUR,CPI,TOT,AGRWTH,M,6.1,8.297519
TUR,CPI,TOT,AGRWTH,M,7.1,8.884429
TUR,CPI,TOT,AGRWTH,M,8.1,8.168233
TUR,CPI,TOT,AGRWTH,M,9.1,7.882438
TUR,CPI,TOT,AGRWTH,M,10.1,7.711936
TUR,CPI,TOT,AGRWTH,M,11.1,7.315695
TUR,CPI,TOT,AGRWTH,M,12.1,7.40046
TUR,CPI,TOT,AGRWTH,M,1.1,7.751223
TUR,CPI,TOT,AGRWTH,M,2.1,7.889047
TUR,CPI,TOT,AGRWTH,M,3.1,8.385505
TUR,CPI,TOT,AGRWTH,M,4.1,9.38339
TUR,CPI,TOT,AGRWTH,M,5.1,9.656018
TUR,CPI,TOT,AGRWTH,M,6.1,9.163472
TUR,CPI,TOT,AGRWTH,M,7.1,9.319367
TUR,CPI,TOT,AGRWTH,M,8.1,9.536024
TUR,CPI,TOT,AGRWTH,M,9.1,8.856236
TUR,CPI,TOT,AGRWTH,M,10.1,8.962885
TUR,CPI,TOT,AGRWTH,M,11.1,9.150728
TUR,CPI,TOT,AGRWTH,M,12.1,8.169949
TUR,CPI,TOT,AGRWTH,M,1.1,7.24073
TUR,CPI,TOT,AGRWTH,M,2.1,7.546687
TUR,CPI,TOT,AGRWTH,M,3.1,7.610254
TUR,CPI,TOT,AGRWTH,M,4.1,7.912801
TUR,CPI,TOT,AGRWTH,M,5.1,8.092989
TUR,CPI,TOT,AGRWTH,M,6.1,7.204527
TUR,CPI,TOT,AGRWTH,M,7.1,6.814163
TUR,CPI,TOT,AGRWTH,M,8.1,7.14051
TUR,CPI,TOT,AGRWTH,M,9.1,7.946993
TUR,CPI,TOT,AGRWTH,M,10.1,7.581431
TUR,CPI,TOT,AGRWTH,M,11.1,8.102242
TUR,CPI,TOT,AGRWTH,M,12.1,8.808332
TUR,CPI,TOT,AGRWTH,M,1.1,9.578758
TUR,CPI,TOT,AGRWTH,M,2.1,8.777355
TUR,CPI,TOT,AGRWTH,M,3.1,7.459938
TUR,CPI,TOT,AGRWTH,M,4.1,6.565403
TUR,CPI,TOT,AGRWTH,M,5.1,6.582327
TUR,CPI,TOT,AGRWTH,M,6.1,7.637471
TUR,CPI,TOT,AGRWTH,M,7.1,8.793408
TUR,CPI,TOT,AGRWTH,M,8.1,8.045095
TUR,CPI,TOT,AGRWTH,M,9.1,7.282125
TUR,CPI,TOT,AGRWTH,M,10.1,7.159431
TUR,CPI,TOT,AGRWTH,M,11.1,7.000521
TUR,CPI,TOT,AGRWTH,M,12.1,8.533056
TUR,CPI,TOT,AGRWTH,M,1.1,9.218773
TUR,CPI,TOT,AGRWTH,M,2.1,10.12829
TUR,CPI,TOT,AGRWTH,M,3.1,11.29179
TUR,CPI,TOT,AGRWTH,M,4.1,11.86962
TUR,CPI,TOT,AGRWTH,M,5.1,11.72218
TUR,CPI,TOT,AGRWTH,M,6.1,10.90108
TUR,CPI,TOT,AGRWTH,M,7.1,9.788379
TUR,CPI,TOT,AGRWTH,M,8.1,10.6793
TUR,CPI,TOT,AGRWTH,M,9.1,11.1985
TUR,CPI,TOT,AGRWTH,M,10.1,11.89886
TUR,CPI,TOT,AGRWTH,M,11.1,12.98426
TUR,CPI,TOT,AGRWTH,M,12.1,11.91974
TUR,CPI,TOT,AGRWTH,M,1.1,10.34563
TUR,CPI,TOT,AGRWTH,M,2.1,10.25913
TUR,CPI,TOT,AGRWTH,M,3.1,10.23457
TUR,CPI,TOT,AGRWTH,M,4.1,10.84953
TUR,CPI,TOT,AGRWTH,M,5.1,12.14707
TUR,CPI,TOT,AGRWTH,M,6.1,15.38511
TUR,CPI,TOT,AGRWTH,M,7.1,15.84902
TUR,CPI,TOT,AGRWTH,M,8.1,17.89643
TUR,CPI,TOT,AGRWTH,M,9.1,24.51892
TUR,CPI,TOT,AGRWTH,M,10.1,25.24032
TUR,CPI,TOT,AGRWTH,M,11.1,21.6188
TUR,CPI,TOT,AGRWTH,M,12.1,20.30176
TUR,CPI,TOT,AGRWTH,M,1.1,20.35374
TUR,CPI,TOT,AGRWTH,M,2.1,19.67164
TUR,CPI,TOT,AGRWTH,M,3.1,19.71291
TUR,CPI,TOT,AGRWTH,M,4.1,19.5023
TUR,CPI,TOT,AGRWTH,M,5.1,18.7116
TUR,CPI,TOT,AGRWTH,M,6.1,15.72012
TUR,CPI,TOT,AGRWTH,M,7.1,16.64673
TUR,CPI,TOT,AGRWTH,M,8.1,15.00843
TUR,CPI,TOT,AGRWTH,M,9.1,9.262102
TUR,CPI,TOT,AGRWTH,M,10.1,8.552845
TUR,CPI,TOT,AGRWTH,M,11.1,10.56185
TUR,CPI,TOT,AGRWTH,M,12.1,11.83609
TUR,CPI,TOT,AGRWTH,M,1.1,12.15364
TUR,CPI,TOT,AGRWTH,M,2.1,12.36738
TUR,CPI,TOT,AGRWTH,M,3.1,11.85919
TUR,CPI,TOT,AGRWTH,M,4.1,10.9367
GBR,CPI,TOT,AGRWTH,M,1.1,3.4
GBR,CPI,TOT,AGRWTH,M,2.1,3.7
GBR,CPI,TOT,AGRWTH,M,3.1,3.5
GBR,CPI,TOT,AGRWTH,M,4.1,3.8
GBR,CPI,TOT,AGRWTH,M,5.1,3.8
GBR,CPI,TOT,AGRWTH,M,6.1,3.6
GBR,CPI,TOT,AGRWTH,M,7.1,3.8
GBR,CPI,TOT,AGRWTH,M,8.1,3.9
GBR,CPI,TOT,AGRWTH,M,9.1,4.5
GBR,CPI,TOT,AGRWTH,M,10.1,4.3
GBR,CPI,TOT,AGRWTH,M,11.1,4.1
GBR,CPI,TOT,AGRWTH,M,12.1,3.7
GBR,CPI,TOT,AGRWTH,M,1.1,3.2
GBR,CPI,TOT,AGRWTH,M,2.1,3.1
GBR,CPI,TOT,AGRWTH,M,3.1,3.1
GBR,CPI,TOT,AGRWTH,M,4.1,2.8
GBR,CPI,TOT,AGRWTH,M,5.1,2.5
GBR,CPI,TOT,AGRWTH,M,6.1,2.3
GBR,CPI,TOT,AGRWTH,M,7.1,2.4
GBR,CPI,TOT,AGRWTH,M,8.1,2.3
GBR,CPI,TOT,AGRWTH,M,9.1,2.1
GBR,CPI,TOT,AGRWTH,M,10.1,2.4
GBR,CPI,TOT,AGRWTH,M,11.1,2.4
GBR,CPI,TOT,AGRWTH,M,12.1,2.4
GBR,CPI,TOT,AGRWTH,M,1.1,2.4
GBR,CPI,TOT,AGRWTH,M,2.1,2.5
GBR,CPI,TOT,AGRWTH,M,3.1,2.5
GBR,CPI,TOT,AGRWTH,M,4.1,2.2
GBR,CPI,TOT,AGRWTH,M,5.1,2.4
GBR,CPI,TOT,AGRWTH,M,6.1,2.6
GBR,CPI,TOT,AGRWTH,M,7.1,2.5
GBR,CPI,TOT,AGRWTH,M,8.1,2.4
GBR,CPI,TOT,AGRWTH,M,9.1,2.4
GBR,CPI,TOT,AGRWTH,M,10.1,2
GBR,CPI,TOT,AGRWTH,M,11.1,1.9
GBR,CPI,TOT,AGRWTH,M,12.1,1.9
GBR,CPI,TOT,AGRWTH,M,1.1,1.8
GBR,CPI,TOT,AGRWTH,M,2.1,1.6
GBR,CPI,TOT,AGRWTH,M,3.1,1.5
GBR,CPI,TOT,AGRWTH,M,4.1,1.7
GBR,CPI,TOT,AGRWTH,M,5.1,1.5
GBR,CPI,TOT,AGRWTH,M,6.1,1.8
GBR,CPI,TOT,AGRWTH,M,7.1,1.6
GBR,CPI,TOT,AGRWTH,M,8.1,1.5
GBR,CPI,TOT,AGRWTH,M,9.1,1.3
GBR,CPI,TOT,AGRWTH,M,10.1,1.3
GBR,CPI,TOT,AGRWTH,M,11.1,1.1
GBR,CPI,TOT,AGRWTH,M,12.1,0.7
GBR,CPI,TOT,AGRWTH,M,1.1,0.5
GBR,CPI,TOT,AGRWTH,M,2.1,0.4
GBR,CPI,TOT,AGRWTH,M,3.1,0.3
GBR,CPI,TOT,AGRWTH,M,4.1,0.3
GBR,CPI,TOT,AGRWTH,M,5.1,0.4
GBR,CPI,TOT,AGRWTH,M,6.1,0.3
GBR,CPI,TOT,AGRWTH,M,7.1,0.5
GBR,CPI,TOT,AGRWTH,M,8.1,0.4
GBR,CPI,TOT,AGRWTH,M,9.1,0.2
GBR,CPI,TOT,AGRWTH,M,10.1,0.2
GBR,CPI,TOT,AGRWTH,M,11.1,0.4
GBR,CPI,TOT,AGRWTH,M,12.1,0.5
GBR,CPI,TOT,AGRWTH,M,1.1,0.6
GBR,CPI,TOT,AGRWTH,M,2.1,0.6
GBR,CPI,TOT,AGRWTH,M,3.1,0.8
GBR,CPI,TOT,AGRWTH,M,4.1,0.7
GBR,CPI,TOT,AGRWTH,M,5.1,0.7
GBR,CPI,TOT,AGRWTH,M,6.1,0.8
GBR,CPI,TOT,AGRWTH,M,7.1,0.9
GBR,CPI,TOT,AGRWTH,M,8.1,1
GBR,CPI,TOT,AGRWTH,M,9.1,1.3
GBR,CPI,TOT,AGRWTH,M,10.1,1.3
GBR,CPI,TOT,AGRWTH,M,11.1,1.5
GBR,CPI,TOT,AGRWTH,M,12.1,1.8
GBR,CPI,TOT,AGRWTH,M,1.1,1.9
GBR,CPI,TOT,AGRWTH,M,2.1,2.3
GBR,CPI,TOT,AGRWTH,M,3.1,2.3
GBR,CPI,TOT,AGRWTH,M,4.1,2.6
GBR,CPI,TOT,AGRWTH,M,5.1,2.7
GBR,CPI,TOT,AGRWTH,M,6.1,2.6
GBR,CPI,TOT,AGRWTH,M,7.1,2.6
GBR,CPI,TOT,AGRWTH,M,8.1,2.7
GBR,CPI,TOT,AGRWTH,M,9.1,2.8
GBR,CPI,TOT,AGRWTH,M,10.1,2.8
GBR,CPI,TOT,AGRWTH,M,11.1,2.8
GBR,CPI,TOT,AGRWTH,M,12.1,2.7
GBR,CPI,TOT,AGRWTH,M,1.1,2.7
GBR,CPI,TOT,AGRWTH,M,2.1,2.5
GBR,CPI,TOT,AGRWTH,M,3.1,2.3
GBR,CPI,TOT,AGRWTH,M,4.1,2.2
GBR,CPI,TOT,AGRWTH,M,5.1,2.3
GBR,CPI,TOT,AGRWTH,M,6.1,2.3
GBR,CPI,TOT,AGRWTH,M,7.1,2.3
GBR,CPI,TOT,AGRWTH,M,8.1,2.4
GBR,CPI,TOT,AGRWTH,M,9.1,2.2
GBR,CPI,TOT,AGRWTH,M,10.1,2.2
GBR,CPI,TOT,AGRWTH,M,11.1,2.2
GBR,CPI,TOT,AGRWTH,M,12.1,2
GBR,CPI,TOT,AGRWTH,M,1.1,1.8
GBR,CPI,TOT,AGRWTH,M,2.1,1.8
GBR,CPI,TOT,AGRWTH,M,3.1,1.8
GBR,CPI,TOT,AGRWTH,M,4.1,2
GBR,CPI,TOT,AGRWTH,M,5.1,1.9
GBR,CPI,TOT,AGRWTH,M,6.1,1.9
GBR,CPI,TOT,AGRWTH,M,7.1,2
GBR,CPI,TOT,AGRWTH,M,8.1,1.7
GBR,CPI,TOT,AGRWTH,M,9.1,1.7
GBR,CPI,TOT,AGRWTH,M,10.1,1.5
GBR,CPI,TOT,AGRWTH,M,11.1,1.5
GBR,CPI,TOT,AGRWTH,M,12.1,1.4
GBR,CPI,TOT,AGRWTH,M,1.1,1.8
GBR,CPI,TOT,AGRWTH,M,2.1,1.7
GBR,CPI,TOT,AGRWTH,M,3.1,1.5
GBR,CPI,TOT,AGRWTH,M,4.1,0.9
USA,CPI,TOT,AGRWTH,M,1.1,1.631847
USA,CPI,TOT,AGRWTH,M,2.1,2.107585
USA,CPI,TOT,AGRWTH,M,3.1,2.681603
USA,CPI,TOT,AGRWTH,M,4.1,3.163631
USA,CPI,TOT,AGRWTH,M,5.1,3.568646
USA,CPI,TOT,AGRWTH,M,6.1,3.558828
USA,CPI,TOT,AGRWTH,M,7.1,3.628716
USA,CPI,TOT,AGRWTH,M,8.1,3.771208
USA,CPI,TOT,AGRWTH,M,9.1,3.868357
USA,CPI,TOT,AGRWTH,M,10.1,3.5252
USA,CPI,TOT,AGRWTH,M,11.1,3.394378
USA,CPI,TOT,AGRWTH,M,12.1,2.962419
USA,CPI,TOT,AGRWTH,M,1.1,2.925217
USA,CPI,TOT,AGRWTH,M,2.1,2.871099
USA,CPI,TOT,AGRWTH,M,3.1,2.651398
USA,CPI,TOT,AGRWTH,M,4.1,2.30274
USA,CPI,TOT,AGRWTH,M,5.1,1.704254
USA,CPI,TOT,AGRWTH,M,6.1,1.663994
USA,CPI,TOT,AGRWTH,M,7.1,1.408451
USA,CPI,TOT,AGRWTH,M,8.1,1.692379
USA,CPI,TOT,AGRWTH,M,9.1,1.991282
USA,CPI,TOT,AGRWTH,M,10.1,2.162344
USA,CPI,TOT,AGRWTH,M,11.1,1.764134
USA,CPI,TOT,AGRWTH,M,12.1,1.741022
USA,CPI,TOT,AGRWTH,M,1.1,1.594865
USA,CPI,TOT,AGRWTH,M,2.1,1.977924
USA,CPI,TOT,AGRWTH,M,3.1,1.473896
USA,CPI,TOT,AGRWTH,M,4.1,1.063085
USA,CPI,TOT,AGRWTH,M,5.1,1.361965
USA,CPI,TOT,AGRWTH,M,6.1,1.754417
USA,CPI,TOT,AGRWTH,M,7.1,1.960682
USA,CPI,TOT,AGRWTH,M,8.1,1.518368
USA,CPI,TOT,AGRWTH,M,9.1,1.184925
USA,CPI,TOT,AGRWTH,M,10.1,0.9636127
USA,CPI,TOT,AGRWTH,M,11.1,1.237072
USA,CPI,TOT,AGRWTH,M,12.1,1.501736
USA,CPI,TOT,AGRWTH,M,1.1,1.578947
USA,CPI,TOT,AGRWTH,M,2.1,1.126349
USA,CPI,TOT,AGRWTH,M,3.1,1.512203
USA,CPI,TOT,AGRWTH,M,4.1,1.952858
USA,CPI,TOT,AGRWTH,M,5.1,2.127111
USA,CPI,TOT,AGRWTH,M,6.1,2.072341
USA,CPI,TOT,AGRWTH,M,7.1,1.992329
USA,CPI,TOT,AGRWTH,M,8.1,1.699611
USA,CPI,TOT,AGRWTH,M,9.1,1.657919
USA,CPI,TOT,AGRWTH,M,10.1,1.66434
USA,CPI,TOT,AGRWTH,M,11.1,1.322355
USA,CPI,TOT,AGRWTH,M,12.1,0.7564933
USA,CPI,TOT,AGRWTH,M,1.1,-0.08934832
USA,CPI,TOT,AGRWTH,M,2.1,-0.0251298
USA,CPI,TOT,AGRWTH,M,3.1,-0.07363739
USA,CPI,TOT,AGRWTH,M,4.1,-0.1995174
USA,CPI,TOT,AGRWTH,M,5.1,-0.03993275
USA,CPI,TOT,AGRWTH,M,6.1,0.1237712
USA,CPI,TOT,AGRWTH,M,7.1,0.1695698
USA,CPI,TOT,AGRWTH,M,8.1,0.1950793
USA,CPI,TOT,AGRWTH,M,9.1,-0.03612975
USA,CPI,TOT,AGRWTH,M,10.1,0.1705744
USA,CPI,TOT,AGRWTH,M,11.1,0.5017976
USA,CPI,TOT,AGRWTH,M,12.1,0.7295198
USA,CPI,TOT,AGRWTH,M,1.1,1.373087
USA,CPI,TOT,AGRWTH,M,2.1,1.0178
USA,CPI,TOT,AGRWTH,M,3.1,0.8525362
USA,CPI,TOT,AGRWTH,M,4.1,1.12511
USA,CPI,TOT,AGRWTH,M,5.1,1.019323
USA,CPI,TOT,AGRWTH,M,6.1,0.9973265
USA,CPI,TOT,AGRWTH,M,7.1,0.8271388
USA,CPI,TOT,AGRWTH,M,8.1,1.062875
USA,CPI,TOT,AGRWTH,M,9.1,1.463784
USA,CPI,TOT,AGRWTH,M,10.1,1.635988
USA,CPI,TOT,AGRWTH,M,11.1,1.692537
USA,CPI,TOT,AGRWTH,M,12.1,2.074622
USA,CPI,TOT,AGRWTH,M,1.1,2.500042
USA,CPI,TOT,AGRWTH,M,2.1,2.737958
USA,CPI,TOT,AGRWTH,M,3.1,2.380612
USA,CPI,TOT,AGRWTH,M,4.1,2.19969
USA,CPI,TOT,AGRWTH,M,5.1,1.874878
USA,CPI,TOT,AGRWTH,M,6.1,1.633488
USA,CPI,TOT,AGRWTH,M,7.1,1.727978
USA,CPI,TOT,AGRWTH,M,8.1,1.938974
USA,CPI,TOT,AGRWTH,M,9.1,2.232964
USA,CPI,TOT,AGRWTH,M,10.1,2.041129
USA,CPI,TOT,AGRWTH,M,11.1,2.202583
USA,CPI,TOT,AGRWTH,M,12.1,2.109082
USA,CPI,TOT,AGRWTH,M,1.1,2.070508
USA,CPI,TOT,AGRWTH,M,2.1,2.211795
USA,CPI,TOT,AGRWTH,M,3.1,2.359711
USA,CPI,TOT,AGRWTH,M,4.1,2.462744
USA,CPI,TOT,AGRWTH,M,5.1,2.801012
USA,CPI,TOT,AGRWTH,M,6.1,2.871548
USA,CPI,TOT,AGRWTH,M,7.1,2.949515
USA,CPI,TOT,AGRWTH,M,8.1,2.69918
USA,CPI,TOT,AGRWTH,M,9.1,2.276972
USA,CPI,TOT,AGRWTH,M,10.1,2.52247
USA,CPI,TOT,AGRWTH,M,11.1,2.176601
USA,CPI,TOT,AGRWTH,M,12.1,1.910159
USA,CPI,TOT,AGRWTH,M,1.1,1.551235
USA,CPI,TOT,AGRWTH,M,2.1,1.520135
USA,CPI,TOT,AGRWTH,M,3.1,1.862523
USA,CPI,TOT,AGRWTH,M,4.1,1.99644
USA,CPI,TOT,AGRWTH,M,5.1,1.790228
USA,CPI,TOT,AGRWTH,M,6.1,1.648485
USA,CPI,TOT,AGRWTH,M,7.1,1.811465
USA,CPI,TOT,AGRWTH,M,8.1,1.74978
USA,CPI,TOT,AGRWTH,M,9.1,1.711305
USA,CPI,TOT,AGRWTH,M,10.1,1.764043
USA,CPI,TOT,AGRWTH,M,11.1,2.051278
USA,CPI,TOT,AGRWTH,M,12.1,2.28513
USA,CPI,TOT,AGRWTH,M,1.1,2.486572
USA,CPI,TOT,AGRWTH,M,2.1,2.334874
USA,CPI,TOT,AGRWTH,M,3.1,1.539327
USA,CPI,TOT,AGRWTH,M,4.1,0.3290967
BRA,CPI,TOT,AGRWTH,M,1.1,5.992987
BRA,CPI,TOT,AGRWTH,M,2.1,6.014171
BRA,CPI,TOT,AGRWTH,M,3.1,6.298987
BRA,CPI,TOT,AGRWTH,M,4.1,6.510257
BRA,CPI,TOT,AGRWTH,M,5.1,6.552782
BRA,CPI,TOT,AGRWTH,M,6.1,6.712551
BRA,CPI,TOT,AGRWTH,M,7.1,6.872599
BRA,CPI,TOT,AGRWTH,M,8.1,7.225226
BRA,CPI,TOT,AGRWTH,M,9.1,7.310902
BRA,CPI,TOT,AGRWTH,M,10.1,6.970099
BRA,CPI,TOT,AGRWTH,M,11.1,6.641309
BRA,CPI,TOT,AGRWTH,M,12.1,6.503353
BRA,CPI,TOT,AGRWTH,M,1.1,6.217998
BRA,CPI,TOT,AGRWTH,M,2.1,5.849086
BRA,CPI,TOT,AGRWTH,M,3.1,5.239992
BRA,CPI,TOT,AGRWTH,M,4.1,5.104166
BRA,CPI,TOT,AGRWTH,M,5.1,4.988867
BRA,CPI,TOT,AGRWTH,M,6.1,4.915425
BRA,CPI,TOT,AGRWTH,M,7.1,5.198414
BRA,CPI,TOT,AGRWTH,M,8.1,5.240384
BRA,CPI,TOT,AGRWTH,M,9.1,5.282203
BRA,CPI,TOT,AGRWTH,M,10.1,5.449829
BRA,CPI,TOT,AGRWTH,M,11.1,5.533837
BRA,CPI,TOT,AGRWTH,M,12.1,5.838595
BRA,CPI,TOT,AGRWTH,M,1.1,6.154336
BRA,CPI,TOT,AGRWTH,M,2.1,6.312915
BRA,CPI,TOT,AGRWTH,M,3.1,6.588766
BRA,CPI,TOT,AGRWTH,M,4.1,6.493514
BRA,CPI,TOT,AGRWTH,M,5.1,6.504135
BRA,CPI,TOT,AGRWTH,M,6.1,6.695916
BRA,CPI,TOT,AGRWTH,M,7.1,6.270692
BRA,CPI,TOT,AGRWTH,M,8.1,6.090762
BRA,CPI,TOT,AGRWTH,M,9.1,5.858621
BRA,CPI,TOT,AGRWTH,M,10.1,5.837485
BRA,CPI,TOT,AGRWTH,M,11.1,5.774407
BRA,CPI,TOT,AGRWTH,M,12.1,5.910683
BRA,CPI,TOT,AGRWTH,M,1.1,5.585065
BRA,CPI,TOT,AGRWTH,M,2.1,5.679518
BRA,CPI,TOT,AGRWTH,M,3.1,6.152891
BRA,CPI,TOT,AGRWTH,M,4.1,6.279552
BRA,CPI,TOT,AGRWTH,M,5.1,6.374856
BRA,CPI,TOT,AGRWTH,M,6.1,6.523283
BRA,CPI,TOT,AGRWTH,M,7.1,6.502234
BRA,CPI,TOT,AGRWTH,M,8.1,6.51297
BRA,CPI,TOT,AGRWTH,M,9.1,6.746474
BRA,CPI,TOT,AGRWTH,M,10.1,6.58724
BRA,CPI,TOT,AGRWTH,M,11.1,6.555291
BRA,CPI,TOT,AGRWTH,M,12.1,6.407471
BRA,CPI,TOT,AGRWTH,M,1.1,7.137737
BRA,CPI,TOT,AGRWTH,M,2.1,7.701587
BRA,CPI,TOT,AGRWTH,M,3.1,8.128505
BRA,CPI,TOT,AGRWTH,M,4.1,8.171487
BRA,CPI,TOT,AGRWTH,M,5.1,8.472942
BRA,CPI,TOT,AGRWTH,M,6.1,8.89443
BRA,CPI,TOT,AGRWTH,M,7.1,9.558393
BRA,CPI,TOT,AGRWTH,M,8.1,9.525477
BRA,CPI,TOT,AGRWTH,M,9.1,9.492789
BRA,CPI,TOT,AGRWTH,M,10.1,9.928892
BRA,CPI,TOT,AGRWTH,M,11.1,10.47577
BRA,CPI,TOT,AGRWTH,M,12.1,10.67303
BRA,CPI,TOT,AGRWTH,M,1.1,10.7058
BRA,CPI,TOT,AGRWTH,M,2.1,10.35588
BRA,CPI,TOT,AGRWTH,M,3.1,9.386373
BRA,CPI,TOT,AGRWTH,M,4.1,9.277795
BRA,CPI,TOT,AGRWTH,M,5.1,9.32119
BRA,CPI,TOT,AGRWTH,M,6.1,8.843747
BRA,CPI,TOT,AGRWTH,M,7.1,8.735771
BRA,CPI,TOT,AGRWTH,M,8.1,8.974498
BRA,CPI,TOT,AGRWTH,M,9.1,8.475968
BRA,CPI,TOT,AGRWTH,M,10.1,7.873671
BRA,CPI,TOT,AGRWTH,M,11.1,6.987383
BRA,CPI,TOT,AGRWTH,M,12.1,6.287988
BRA,CPI,TOT,AGRWTH,M,1.1,5.354015
BRA,CPI,TOT,AGRWTH,M,2.1,4.758907
BRA,CPI,TOT,AGRWTH,M,3.1,4.571105
BRA,CPI,TOT,AGRWTH,M,4.1,4.082517
BRA,CPI,TOT,AGRWTH,M,5.1,3.597256
BRA,CPI,TOT,AGRWTH,M,6.1,2.998557
BRA,CPI,TOT,AGRWTH,M,7.1,2.711626
BRA,CPI,TOT,AGRWTH,M,8.1,2.455909
BRA,CPI,TOT,AGRWTH,M,9.1,2.537691
BRA,CPI,TOT,AGRWTH,M,10.1,2.701321
BRA,CPI,TOT,AGRWTH,M,11.1,2.803785
BRA,CPI,TOT,AGRWTH,M,12.1,2.947421
BRA,CPI,TOT,AGRWTH,M,1.1,2.855116
BRA,CPI,TOT,AGRWTH,M,2.1,2.844894
BRA,CPI,TOT,AGRWTH,M,3.1,2.680803
BRA,CPI,TOT,AGRWTH,M,4.1,2.762797
BRA,CPI,TOT,AGRWTH,M,5.1,2.855013
BRA,CPI,TOT,AGRWTH,M,6.1,4.391104
BRA,CPI,TOT,AGRWTH,M,7.1,4.484844
BRA,CPI,TOT,AGRWTH,M,8.1,4.193016
BRA,CPI,TOT,AGRWTH,M,9.1,4.525976
BRA,CPI,TOT,AGRWTH,M,10.1,4.557029
BRA,CPI,TOT,AGRWTH,M,11.1,4.046031
BRA,CPI,TOT,AGRWTH,M,12.1,3.745581
BRA,CPI,TOT,AGRWTH,M,1.1,3.776528
BRA,CPI,TOT,AGRWTH,M,2.1,3.890225
BRA,CPI,TOT,AGRWTH,M,3.1,4.575284
BRA,CPI,TOT,AGRWTH,M,4.1,4.940506
BRA,CPI,TOT,AGRWTH,M,5.1,4.658258
BRA,CPI,TOT,AGRWTH,M,6.1,3.366267
BRA,CPI,TOT,AGRWTH,M,7.1,3.22202
BRA,CPI,TOT,AGRWTH,M,8.1,3.428616
BRA,CPI,TOT,AGRWTH,M,9.1,2.893425
BRA,CPI,TOT,AGRWTH,M,10.1,2.535029
BRA,CPI,TOT,AGRWTH,M,11.1,3.274906
BRA,CPI,TOT,AGRWTH,M,12.1,4.306151
BRA,CPI,TOT,AGRWTH,M,1.1,4.191771
BRA,CPI,TOT,AGRWTH,M,2.1,4.005114
BRA,CPI,TOT,AGRWTH,M,3.1,3.303158
BRA,CPI,TOT,AGRWTH,M,4.1,2.399279
CHL,CPI,TOT,AGRWTH,M,1.1,2.720377
CHL,CPI,TOT,AGRWTH,M,2.1,2.673797
CHL,CPI,TOT,AGRWTH,M,3.1,3.362002
CHL,CPI,TOT,AGRWTH,M,4.1,3.217019
CHL,CPI,TOT,AGRWTH,M,5.1,3.257077
CHL,CPI,TOT,AGRWTH,M,6.1,3.438025
CHL,CPI,TOT,AGRWTH,M,7.1,2.902273
CHL,CPI,TOT,AGRWTH,M,8.1,3.175215
CHL,CPI,TOT,AGRWTH,M,9.1,3.277849
CHL,CPI,TOT,AGRWTH,M,10.1,3.671016
CHL,CPI,TOT,AGRWTH,M,11.1,3.937109
CHL,CPI,TOT,AGRWTH,M,12.1,4.429976
CHL,CPI,TOT,AGRWTH,M,1.1,4.239878
CHL,CPI,TOT,AGRWTH,M,2.1,4.408029
CHL,CPI,TOT,AGRWTH,M,3.1,3.794755
CHL,CPI,TOT,AGRWTH,M,4.1,3.518914
CHL,CPI,TOT,AGRWTH,M,5.1,3.129303
CHL,CPI,TOT,AGRWTH,M,6.1,2.649007
CHL,CPI,TOT,AGRWTH,M,7.1,2.508424
CHL,CPI,TOT,AGRWTH,M,8.1,2.566658
CHL,CPI,TOT,AGRWTH,M,9.1,2.839078
CHL,CPI,TOT,AGRWTH,M,10.1,2.924121
CHL,CPI,TOT,AGRWTH,M,11.1,2.12766
CHL,CPI,TOT,AGRWTH,M,12.1,1.491443
CHL,CPI,TOT,AGRWTH,M,1.1,1.587883
CHL,CPI,TOT,AGRWTH,M,2.1,1.301862
CHL,CPI,TOT,AGRWTH,M,3.1,1.51828
CHL,CPI,TOT,AGRWTH,M,4.1,0.9833677
CHL,CPI,TOT,AGRWTH,M,5.1,0.9467168
CHL,CPI,TOT,AGRWTH,M,6.1,1.886792
CHL,CPI,TOT,AGRWTH,M,7.1,2.167032
CHL,CPI,TOT,AGRWTH,M,8.1,2.186589
CHL,CPI,TOT,AGRWTH,M,9.1,1.965039
CHL,CPI,TOT,AGRWTH,M,10.1,1.534404
CHL,CPI,TOT,AGRWTH,M,11.1,2.372351
CHL,CPI,TOT,AGRWTH,M,12.1,3.011322
CHL,CPI,TOT,AGRWTH,M,1.1,3.005892
CHL,CPI,TOT,AGRWTH,M,2.1,3.398991
CHL,CPI,TOT,AGRWTH,M,3.1,3.864561
CHL,CPI,TOT,AGRWTH,M,4.1,5.013224
CHL,CPI,TOT,AGRWTH,M,5.1,5.386558
CHL,CPI,TOT,AGRWTH,M,6.1,4.767025
CHL,CPI,TOT,AGRWTH,M,7.1,4.742612
CHL,CPI,TOT,AGRWTH,M,8.1,4.826438
CHL,CPI,TOT,AGRWTH,M,9.1,5.131237
CHL,CPI,TOT,AGRWTH,M,10.1,6.068477
CHL,CPI,TOT,AGRWTH,M,11.1,5.716974
CHL,CPI,TOT,AGRWTH,M,12.1,4.653882
