LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value
POL,CPI,TOT,AGRWTH,M,5.1,1.9
POL,CPI,TOT,AGRWTH,M,6.1,1.5
POL,CPI,TOT,AGRWTH,M,7.1,1.7
POL,CPI,TOT,AGRWTH,M,8.1,1.8
POL,CPI,TOT,AGRWTH,M,9.1,2.2
POL,CPI,TOT,AGRWTH,M,10.1,2.1
POL,CPI,TOT,AGRWTH,M,11.1,2.5
POL,CPI,TOT,AGRWTH,M,12.1,2.1
POL,CPI,TOT,AGRWTH,M,1.1,1.9
POL,CPI,TOT,AGRWTH,M,2.1,1.4
POL,CPI,TOT,AGRWTH,M,3.1,1.3
POL,CPI,TOT,AGRWTH,M,4.1,1.6
POL,CPI,TOT,AGRWTH,M,5.1,1.7
POL,CPI,TOT,AGRWTH,M,6.1,2
POL,CPI,TOT,AGRWTH,M,7.1,2
POL,CPI,TOT,AGRWTH,M,8.1,2
POL,CPI,TOT,AGRWTH,M,9.1,1.9
POL,CPI,TOT,AGRWTH,M,10.1,1.8
POL,CPI,TOT,AGRWTH,M,11.1,1.3
POL,CPI,TOT,AGRWTH,M,12.1,1.1
POL,CPI,TOT,AGRWTH,M,1.1,0.7
POL,CPI,TOT,AGRWTH,M,2.1,1.2
POL,CPI,TOT,AGRWTH,M,3.1,1.7
POL,CPI,TOT,AGRWTH,M,4.1,2.2
POL,CPI,TOT,AGRWTH,M,5.1,2.4
POL,CPI,TOT,AGRWTH,M,6.1,2.6
POL,CPI,TOT,AGRWTH,M,7.1,2.9
POL,CPI,TOT,AGRWTH,M,8.1,2.9
POL,CPI,TOT,AGRWTH,M,9.1,2.6
POL,CPI,TOT,AGRWTH,M,10.1,2.5
POL,CPI,TOT,AGRWTH,M,11.1,2.6
POL,CPI,TOT,AGRWTH,M,12.1,3.4
POL,CPI,TOT,AGRWTH,M,1.1,4.3
POL,CPI,TOT,AGRWTH,M,2.1,4.7
POL,CPI,TOT,AGRWTH,M,3.1,4.6
POL,CPI,TOT,AGRWTH,M,4.1,3.4
PRT,CPI,TOT,AGRWTH,M,1.1,3.603672
PRT,CPI,TOT,AGRWTH,M,2.1,3.563457
PRT,CPI,TOT,AGRWTH,M,3.1,4.022748
PRT,CPI,TOT,AGRWTH,M,4.1,4.037376
PRT,CPI,TOT,AGRWTH,M,5.1,3.843368
PRT,CPI,TOT,AGRWTH,M,6.1,3.405454
PRT,CPI,TOT,AGRWTH,M,7.1,3.152364
PRT,CPI,TOT,AGRWTH,M,8.1,2.905548
PRT,CPI,TOT,AGRWTH,M,9.1,3.555239
PRT,CPI,TOT,AGRWTH,M,10.1,4.198687
PRT,CPI,TOT,AGRWTH,M,11.1,3.933859
PRT,CPI,TOT,AGRWTH,M,12.1,3.611973
PRT,CPI,TOT,AGRWTH,M,1.1,3.510754
PRT,CPI,TOT,AGRWTH,M,2.1,3.599862
PRT,CPI,TOT,AGRWTH,M,3.1,3.14852
PRT,CPI,TOT,AGRWTH,M,4.1,3.005106
PRT,CPI,TOT,AGRWTH,M,5.1,2.696853
PRT,CPI,TOT,AGRWTH,M,6.1,2.710317
PRT,CPI,TOT,AGRWTH,M,7.1,2.771004
PRT,CPI,TOT,AGRWTH,M,8.1,3.076716
PRT,CPI,TOT,AGRWTH,M,9.1,2.880633
PRT,CPI,TOT,AGRWTH,M,10.1,2.130401
PRT,CPI,TOT,AGRWTH,M,11.1,1.889436
PRT,CPI,TOT,AGRWTH,M,12.1,1.91921
PRT,CPI,TOT,AGRWTH,M,1.1,0.1748393
PRT,CPI,TOT,AGRWTH,M,2.1,-0.0262552
PRT,CPI,TOT,AGRWTH,M,3.1,0.4541689
PRT,CPI,TOT,AGRWTH,M,4.1,0.1831484
PRT,CPI,TOT,AGRWTH,M,5.1,0.7072009
PRT,CPI,TOT,AGRWTH,M,6.1,0.9800388
PRT,CPI,TOT,AGRWTH,M,7.1,0.7579247
PRT,CPI,TOT,AGRWTH,M,8.1,0.153405
PRT,CPI,TOT,AGRWTH,M,9.1,0.1155862
PRT,CPI,TOT,AGRWTH,M,10.1,-0.2463421
PRT,CPI,TOT,AGRWTH,M,11.1,-0.1534537
PRT,CPI,TOT,AGRWTH,M,12.1,0.1952814
PRT,CPI,TOT,AGRWTH,M,1.1,0.05851434
PRT,CPI,TOT,AGRWTH,M,2.1,-0.08282661
PRT,CPI,TOT,AGRWTH,M,3.1,-0.365667
PRT,CPI,TOT,AGRWTH,M,4.1,-0.1410844
PRT,CPI,TOT,AGRWTH,M,5.1,-0.4384007
PRT,CPI,TOT,AGRWTH,M,6.1,-0.4193392
PRT,CPI,TOT,AGRWTH,M,7.1,-0.8724599
PRT,CPI,TOT,AGRWTH,M,8.1,-0.3593989
PRT,CPI,TOT,AGRWTH,M,9.1,-0.3732309
PRT,CPI,TOT,AGRWTH,M,10.1,0.003983072
PRT,CPI,TOT,AGRWTH,M,11.1,0.0189617
PRT,CPI,TOT,AGRWTH,M,12.1,-0.3569866
PRT,CPI,TOT,AGRWTH,M,1.1,-0.3932284
PRT,CPI,TOT,AGRWTH,M,2.1,-0.2072382
PRT,CPI,TOT,AGRWTH,M,3.1,0.3101626
PRT,CPI,TOT,AGRWTH,M,4.1,0.3979822
PRT,CPI,TOT,AGRWTH,M,5.1,0.9543829
PRT,CPI,TOT,AGRWTH,M,6.1,0.8023893
PRT,CPI,TOT,AGRWTH,M,7.1,0.7668635
PRT,CPI,TOT,AGRWTH,M,8.1,0.658093
PRT,CPI,TOT,AGRWTH,M,9.1,0.8751336
PRT,CPI,TOT,AGRWTH,M,10.1,0.6332832
PRT,CPI,TOT,AGRWTH,M,11.1,0.6435777
PRT,CPI,TOT,AGRWTH,M,12.1,0.3971858
PRT,CPI,TOT,AGRWTH,M,1.1,0.7804512
PRT,CPI,TOT,AGRWTH,M,2.1,0.4041939
PRT,CPI,TOT,AGRWTH,M,3.1,0.449389
PRT,CPI,TOT,AGRWTH,M,4.1,0.4756855
PRT,CPI,TOT,AGRWTH,M,5.1,0.3325537
PRT,CPI,TOT,AGRWTH,M,6.1,0.5461405
PRT,CPI,TOT,AGRWTH,M,7.1,0.6108116
PRT,CPI,TOT,AGRWTH,M,8.1,0.7236612
PRT,CPI,TOT,AGRWTH,M,9.1,0.6298589
PRT,CPI,TOT,AGRWTH,M,10.1,0.8845792
PRT,CPI,TOT,AGRWTH,M,11.1,0.5750203
PRT,CPI,TOT,AGRWTH,M,12.1,0.8777074
PRT,CPI,TOT,AGRWTH,M,1.1,1.330856
PRT,CPI,TOT,AGRWTH,M,2.1,1.552757
PRT,CPI,TOT,AGRWTH,M,3.1,1.369849
PRT,CPI,TOT,AGRWTH,M,4.1,1.978557
PRT,CPI,TOT,AGRWTH,M,5.1,1.450715
PRT,CPI,TOT,AGRWTH,M,6.1,0.9085641
PRT,CPI,TOT,AGRWTH,M,7.1,0.901756
PRT,CPI,TOT,AGRWTH,M,8.1,1.135665
PRT,CPI,TOT,AGRWTH,M,9.1,1.389613
PRT,CPI,TOT,AGRWTH,M,10.1,1.391736
PRT,CPI,TOT,AGRWTH,M,11.1,1.549593
PRT,CPI,TOT,AGRWTH,M,12.1,1.466212
PRT,CPI,TOT,AGRWTH,M,1.1,1.031868
PRT,CPI,TOT,AGRWTH,M,2.1,0.5772307
PRT,CPI,TOT,AGRWTH,M,3.1,0.6883623
PRT,CPI,TOT,AGRWTH,M,4.1,0.3965452
PRT,CPI,TOT,AGRWTH,M,5.1,1.043151
PRT,CPI,TOT,AGRWTH,M,6.1,1.516538
PRT,CPI,TOT,AGRWTH,M,7.1,1.575729
PRT,CPI,TOT,AGRWTH,M,8.1,1.216979
PRT,CPI,TOT,AGRWTH,M,9.1,1.397746
PRT,CPI,TOT,AGRWTH,M,10.1,0.9586179
PRT,CPI,TOT,AGRWTH,M,11.1,0.8581024
PRT,CPI,TOT,AGRWTH,M,12.1,0.6642454
PRT,CPI,TOT,AGRWTH,M,1.1,0.4758354
PRT,CPI,TOT,AGRWTH,M,2.1,0.9394077
PRT,CPI,TOT,AGRWTH,M,3.1,0.8465701
PRT,CPI,TOT,AGRWTH,M,4.1,0.7706906
PRT,CPI,TOT,AGRWTH,M,5.1,0.4212041
PRT,CPI,TOT,AGRWTH,M,6.1,0.3873739
PRT,CPI,TOT,AGRWTH,M,7.1,-0.3154666
PRT,CPI,TOT,AGRWTH,M,8.1,-0.08519042
PRT,CPI,TOT,AGRWTH,M,9.1,-0.1120014
PRT,CPI,TOT,AGRWTH,M,10.1,0.01533022
PRT,CPI,TOT,AGRWTH,M,11.1,0.3166445
PRT,CPI,TOT,AGRWTH,M,12.1,0.4196492
PRT,CPI,TOT,AGRWTH,M,1.1,0.7997188
PRT,CPI,TOT,AGRWTH,M,2.1,0.3797035
PRT,CPI,TOT,AGRWTH,M,3.1,0.04711765
PRT,CPI,TOT,AGRWTH,M,4.1,-0.218923
SVK,CPI,TOT,AGRWTH,M,1.1,3.008021
SVK,CPI,TOT,AGRWTH,M,2.1,3.342246
SVK,CPI,TOT,AGRWTH,M,3.1,3.604806
SVK,CPI,TOT,AGRWTH,M,4.1,3.725882
SVK,CPI,TOT,AGRWTH,M,5.1,3.989362
SVK,CPI,TOT,AGRWTH,M,6.1,3.922872
SVK,CPI,TOT,AGRWTH,M,7.1,3.71846
SVK,CPI,TOT,AGRWTH,M,8.1,3.922872
SVK,CPI,TOT,AGRWTH,M,9.1,4.255319
SVK,CPI,TOT,AGRWTH,M,10.1,4.454787
SVK,CPI,TOT,AGRWTH,M,11.1,4.64191
SVK,CPI,TOT,AGRWTH,M,12.1,4.431217
SVK,CPI,TOT,AGRWTH,M,1.1,3.893576
SVK,CPI,TOT,AGRWTH,M,2.1,3.8163
SVK,CPI,TOT,AGRWTH,M,3.1,3.737113
SVK,CPI,TOT,AGRWTH,M,4.1,3.592046
SVK,CPI,TOT,AGRWTH,M,5.1,3.324808
SVK,CPI,TOT,AGRWTH,M,6.1,3.582854
SVK,CPI,TOT,AGRWTH,M,7.1,3.649168
SVK,CPI,TOT,AGRWTH,M,8.1,3.646833
SVK,CPI,TOT,AGRWTH,M,9.1,3.635204
SVK,CPI,TOT,AGRWTH,M,10.1,3.819223
SVK,CPI,TOT,AGRWTH,M,11.1,3.358682
SVK,CPI,TOT,AGRWTH,M,12.1,3.229892
SVK,CPI,TOT,AGRWTH,M,1.1,2.435977
SVK,CPI,TOT,AGRWTH,M,2.1,2.180685
SVK,CPI,TOT,AGRWTH,M,3.1,1.925466
SVK,CPI,TOT,AGRWTH,M,4.1,1.609907
SVK,CPI,TOT,AGRWTH,M,5.1,1.670792
SVK,CPI,TOT,AGRWTH,M,6.1,1.60593
SVK,CPI,TOT,AGRWTH,M,7.1,1.544163
SVK,CPI,TOT,AGRWTH,M,8.1,1.358025
SVK,CPI,TOT,AGRWTH,M,9.1,0.9846154
SVK,CPI,TOT,AGRWTH,M,10.1,0.6131208
SVK,CPI,TOT,AGRWTH,M,11.1,0.4904966
SVK,CPI,TOT,AGRWTH,M,12.1,0.4294479
SVK,CPI,TOT,AGRWTH,M,1.1,0
SVK,CPI,TOT,AGRWTH,M,2.1,-0.06097561
SVK,CPI,TOT,AGRWTH,M,3.1,-0.1828154
SVK,CPI,TOT,AGRWTH,M,4.1,-0.1218769
SVK,CPI,TOT,AGRWTH,M,5.1,0
SVK,CPI,TOT,AGRWTH,M,6.1,-0.06079027
SVK,CPI,TOT,AGRWTH,M,7.1,-0.1216545
SVK,CPI,TOT,AGRWTH,M,8.1,-0.182704
SVK,CPI,TOT,AGRWTH,M,9.1,-0.06093845
SVK,CPI,TOT,AGRWTH,M,10.1,0
SVK,CPI,TOT,AGRWTH,M,11.1,0
SVK,CPI,TOT,AGRWTH,M,12.1,-0.1221747
SVK,CPI,TOT,AGRWTH,M,1.1,-0.4268293
SVK,CPI,TOT,AGRWTH,M,2.1,-0.4881025
SVK,CPI,TOT,AGRWTH,M,3.1,-0.3052503
SVK,CPI,TOT,AGRWTH,M,4.1,-0.1830384
SVK,CPI,TOT,AGRWTH,M,5.1,-0.06086427
SVK,CPI,TOT,AGRWTH,M,6.1,-0.06082725
SVK,CPI,TOT,AGRWTH,M,7.1,-0.182704
SVK,CPI,TOT,AGRWTH,M,8.1,-0.1830384
SVK,CPI,TOT,AGRWTH,M,9.1,-0.5487805
SVK,CPI,TOT,AGRWTH,M,10.1,-0.5484461
SVK,CPI,TOT,AGRWTH,M,11.1,-0.4270897
SVK,CPI,TOT,AGRWTH,M,12.1,-0.4892966
SVK,CPI,TOT,AGRWTH,M,1.1,-0.6123699
SVK,CPI,TOT,AGRWTH,M,2.1,-0.4291846
SVK,CPI,TOT,AGRWTH,M,3.1,-0.5511329
SVK,CPI,TOT,AGRWTH,M,4.1,-0.4278729
SVK,CPI,TOT,AGRWTH,M,5.1,-0.8526188
SVK,CPI,TOT,AGRWTH,M,6.1,-0.7912356
SVK,CPI,TOT,AGRWTH,M,7.1,-0.9151922
SVK,CPI,TOT,AGRWTH,M,8.1,-0.8557457
SVK,CPI,TOT,AGRWTH,M,9.1,-0.4904966
SVK,CPI,TOT,AGRWTH,M,10.1,-0.3063726
SVK,CPI,TOT,AGRWTH,M,11.1,-0.1838235
SVK,CPI,TOT,AGRWTH,M,12.1,0.1843884
SVK,CPI,TOT,AGRWTH,M,1.1,0.6777573
SVK,CPI,TOT,AGRWTH,M,2.1,1.108374
SVK,CPI,TOT,AGRWTH,M,3.1,0.9852217
SVK,CPI,TOT,AGRWTH,M,4.1,0.7980356
SVK,CPI,TOT,AGRWTH,M,5.1,1.105651
SVK,CPI,TOT,AGRWTH,M,6.1,0.9815951
SVK,CPI,TOT,AGRWTH,M,7.1,1.416256
SVK,CPI,TOT,AGRWTH,M,8.1,1.541307
SVK,CPI,TOT,AGRWTH,M,9.1,1.663586
SVK,CPI,TOT,AGRWTH,M,10.1,1.720959
SVK,CPI,TOT,AGRWTH,M,11.1,1.903008
SVK,CPI,TOT,AGRWTH,M,12.1,1.840491
SVK,CPI,TOT,AGRWTH,M,1.1,2.44798
SVK,CPI,TOT,AGRWTH,M,2.1,2.131547
SVK,CPI,TOT,AGRWTH,M,3.1,2.439024
SVK,CPI,TOT,AGRWTH,M,4.1,2.923264
SVK,CPI,TOT,AGRWTH,M,5.1,2.673147
SVK,CPI,TOT,AGRWTH,M,6.1,2.794654
SVK,CPI,TOT,AGRWTH,M,7.1,2.610807
SVK,CPI,TOT,AGRWTH,M,8.1,2.853673
SVK,CPI,TOT,AGRWTH,M,9.1,2.727273
SVK,CPI,TOT,AGRWTH,M,10.1,2.477341
SVK,CPI,TOT,AGRWTH,M,11.1,2.108434
SVK,CPI,TOT,AGRWTH,M,12.1,1.987952
SVK,CPI,TOT,AGRWTH,M,1.1,2.210275
SVK,CPI,TOT,AGRWTH,M,2.1,2.265951
SVK,CPI,TOT,AGRWTH,M,3.1,2.678571
SVK,CPI,TOT,AGRWTH,M,4.1,2.307692
SVK,CPI,TOT,AGRWTH,M,5.1,2.662722
SVK,CPI,TOT,AGRWTH,M,6.1,2.600473
SVK,CPI,TOT,AGRWTH,M,7.1,2.840237
SVK,CPI,TOT,AGRWTH,M,8.1,2.83353
SVK,CPI,TOT,AGRWTH,M,9.1,2.890856
SVK,CPI,TOT,AGRWTH,M,10.1,2.771226
SVK,CPI,TOT,AGRWTH,M,11.1,2.949852
SVK,CPI,TOT,AGRWTH,M,12.1,2.953337
SVK,CPI,TOT,AGRWTH,M,1.1,3.039158
SVK,CPI,TOT,AGRWTH,M,2.1,2.915452
SVK,CPI,TOT,AGRWTH,M,3.1,2.318841
SVK,CPI,TOT,AGRWTH,M,4.1,2.082128
ESP,CPI,TOT,AGRWTH,M,1.1,3.269784
ESP,CPI,TOT,AGRWTH,M,2.1,3.589004
ESP,CPI,TOT,AGRWTH,M,3.1,3.595946
ESP,CPI,TOT,AGRWTH,M,4.1,3.779491
ESP,CPI,TOT,AGRWTH,M,5.1,3.514027
ESP,CPI,TOT,AGRWTH,M,6.1,3.184349
ESP,CPI,TOT,AGRWTH,M,7.1,3.093245
ESP,CPI,TOT,AGRWTH,M,8.1,2.961145
ESP,CPI,TOT,AGRWTH,M,9.1,3.141723
ESP,CPI,TOT,AGRWTH,M,10.1,3.013309
ESP,CPI,TOT,AGRWTH,M,11.1,2.873587
ESP,CPI,TOT,AGRWTH,M,12.1,2.377584
ESP,CPI,TOT,AGRWTH,M,1.1,1.99803
ESP,CPI,TOT,AGRWTH,M,2.1,1.974572
ESP,CPI,TOT,AGRWTH,M,3.1,1.898629
ESP,CPI,TOT,AGRWTH,M,4.1,2.059952
ESP,CPI,TOT,AGRWTH,M,5.1,1.942634
ESP,CPI,TOT,AGRWTH,M,6.1,1.896041
ESP,CPI,TOT,AGRWTH,M,7.1,2.205898
ESP,CPI,TOT,AGRWTH,M,8.1,2.65515
ESP,CPI,TOT,AGRWTH,M,9.1,3.412495
ESP,CPI,TOT,AGRWTH,M,10.1,3.474655
ESP,CPI,TOT,AGRWTH,M,11.1,2.929628
ESP,CPI,TOT,AGRWTH,M,12.1,2.867912
ESP,CPI,TOT,AGRWTH,M,1.1,2.683075
ESP,CPI,TOT,AGRWTH,M,2.1,2.754176
ESP,CPI,TOT,AGRWTH,M,3.1,2.425898
ESP,CPI,TOT,AGRWTH,M,4.1,1.38512
ESP,CPI,TOT,AGRWTH,M,5.1,1.723409
ESP,CPI,TOT,AGRWTH,M,6.1,2.063478
ESP,CPI,TOT,AGRWTH,M,7.1,1.775154
ESP,CPI,TOT,AGRWTH,M,8.1,1.518914
ESP,CPI,TOT,AGRWTH,M,9.1,0.3414362
ESP,CPI,TOT,AGRWTH,M,10.1,-0.09969302
ESP,CPI,TOT,AGRWTH,M,11.1,0.2322456
ESP,CPI,TOT,AGRWTH,M,12.1,0.2518345
ESP,CPI,TOT,AGRWTH,M,1.1,0.1990737
ESP,CPI,TOT,AGRWTH,M,2.1,-0.01797555
ESP,CPI,TOT,AGRWTH,M,3.1,-0.145291
ESP,CPI,TOT,AGRWTH,M,4.1,0.367822
ESP,CPI,TOT,AGRWTH,M,5.1,0.2058387
ESP,CPI,TOT,AGRWTH,M,6.1,0.08596923
ESP,CPI,TOT,AGRWTH,M,7.1,-0.3406935
ESP,CPI,TOT,AGRWTH,M,8.1,-0.4931181
ESP,CPI,TOT,AGRWTH,M,9.1,-0.1547604
ESP,CPI,TOT,AGRWTH,M,10.1,-0.09485229
ESP,CPI,TOT,AGRWTH,M,11.1,-0.3717179
ESP,CPI,TOT,AGRWTH,M,12.1,-1.041256
ESP,CPI,TOT,AGRWTH,M,1.1,-1.318863
ESP,CPI,TOT,AGRWTH,M,2.1,-1.073733
ESP,CPI,TOT,AGRWTH,M,3.1,-0.66373
ESP,CPI,TOT,AGRWTH,M,4.1,-0.6351558
ESP,CPI,TOT,AGRWTH,M,5.1,-0.1827016
ESP,CPI,TOT,AGRWTH,M,6.1,0.05627629
ESP,CPI,TOT,AGRWTH,M,7.1,0.06777363
ESP,CPI,TOT,AGRWTH,M,8.1,-0.4219241
ESP,CPI,TOT,AGRWTH,M,9.1,-0.8783348
ESP,CPI,TOT,AGRWTH,M,10.1,-0.7071226
ESP,CPI,TOT,AGRWTH,M,11.1,-0.274138
ESP,CPI,TOT,AGRWTH,M,12.1,0.016923
ESP,CPI,TOT,AGRWTH,M,1.1,-0.2883419
ESP,CPI,TOT,AGRWTH,M,2.1,-0.8430682
ESP,CPI,TOT,AGRWTH,M,3.1,-0.8407239
ESP,CPI,TOT,AGRWTH,M,4.1,-1.054756
ESP,CPI,TOT,AGRWTH,M,5.1,-0.9883945
ESP,CPI,TOT,AGRWTH,M,6.1,-0.7953188
ESP,CPI,TOT,AGRWTH,M,7.1,-0.5936137
ESP,CPI,TOT,AGRWTH,M,8.1,-0.1339089
ESP,CPI,TOT,AGRWTH,M,9.1,0.1784264
ESP,CPI,TOT,AGRWTH,M,10.1,0.6792896
ESP,CPI,TOT,AGRWTH,M,11.1,0.6748241
ESP,CPI,TOT,AGRWTH,M,12.1,1.569592
ESP,CPI,TOT,AGRWTH,M,1.1,2.974958
ESP,CPI,TOT,AGRWTH,M,2.1,2.967172
ESP,CPI,TOT,AGRWTH,M,3.1,2.289605
ESP,CPI,TOT,AGRWTH,M,4.1,2.553978
ESP,CPI,TOT,AGRWTH,M,5.1,1.935568
ESP,CPI,TOT,AGRWTH,M,6.1,1.509892
ESP,CPI,TOT,AGRWTH,M,7.1,1.548003
ESP,CPI,TOT,AGRWTH,M,8.1,1.620069
ESP,CPI,TOT,AGRWTH,M,9.1,1.792093
ESP,CPI,TOT,AGRWTH,M,10.1,1.570028
ESP,CPI,TOT,AGRWTH,M,11.1,1.665895
ESP,CPI,TOT,AGRWTH,M,12.1,1.112211
ESP,CPI,TOT,AGRWTH,M,1.1,0.5744522
ESP,CPI,TOT,AGRWTH,M,2.1,1.07395
ESP,CPI,TOT,AGRWTH,M,3.1,1.214627
ESP,CPI,TOT,AGRWTH,M,4.1,1.07864
ESP,CPI,TOT,AGRWTH,M,5.1,2.051739
ESP,CPI,TOT,AGRWTH,M,6.1,2.274264
ESP,CPI,TOT,AGRWTH,M,7.1,2.246648
ESP,CPI,TOT,AGRWTH,M,8.1,2.189005
ESP,CPI,TOT,AGRWTH,M,9.1,2.259904
ESP,CPI,TOT,AGRWTH,M,10.1,2.262633
ESP,CPI,TOT,AGRWTH,M,11.1,1.686107
ESP,CPI,TOT,AGRWTH,M,12.1,1.183323
ESP,CPI,TOT,AGRWTH,M,1.1,0.9797102
ESP,CPI,TOT,AGRWTH,M,2.1,1.089934
ESP,CPI,TOT,AGRWTH,M,3.1,1.337842
ESP,CPI,TOT,AGRWTH,M,4.1,1.520732
ESP,CPI,TOT,AGRWTH,M,5.1,0.8097671
ESP,CPI,TOT,AGRWTH,M,6.1,0.4292175
ESP,CPI,TOT,AGRWTH,M,7.1,0.5268846
ESP,CPI,TOT,AGRWTH,M,8.1,0.3276287
ESP,CPI,TOT,AGRWTH,M,9.1,0.08363052
ESP,CPI,TOT,AGRWTH,M,10.1,0.1285824
ESP,CPI,TOT,AGRWTH,M,11.1,0.408101
ESP,CPI,TOT,AGRWTH,M,12.1,0.7882764
ESP,CPI,TOT,AGRWTH,M,1.1,1.097302
ESP,CPI,TOT,AGRWTH,M,2.1,0.7316931
ESP,CPI,TOT,AGRWTH,M,3.1,-0.01832244
ESP,CPI,TOT,AGRWTH,M,4.1,-0.716993
SWE,CPI,TOT,AGRWTH,M,1.1,2.45641
SWE,CPI,TOT,AGRWTH,M,2.1,2.464988
SWE,CPI,TOT,AGRWTH,M,3.1,2.913749
SWE,CPI,TOT,AGRWTH,M,4.1,3.341408
SWE,CPI,TOT,AGRWTH,M,5.1,3.341834
SWE,CPI,TOT,AGRWTH,M,6.1,3.079674
SWE,CPI,TOT,AGRWTH,M,7.1,3.348281
SWE,CPI,TOT,AGRWTH,M,8.1,3.37463
SWE,CPI,TOT,AGRWTH,M,9.1,3.227825
SWE,CPI,TOT,AGRWTH,M,10.1,2.902357
SWE,CPI,TOT,AGRWTH,M,11.1,2.804411
