LOCATION_INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
IRL*CPI,TOT,AGRWTH,M,2017-10,0.5994006,
IRL*CPI,TOT,AGRWTH,M,2017-11,0.5,
IRL*CPI,TOT,AGRWTH,M,2017-12,0.4,
IRL*CPI,TOT,AGRWTH,M,2018-01,0.201005,
IRL*CPI,TOT,AGRWTH,M,2018-02,0.4995005,
IRL*CPI,TOT,AGRWTH,M,2018-03,0.19860970000000003,
IRL*CPI,TOT,AGRWTH,M,2018-04,-0.39564790000000005,
IRL*CPI,TOT,AGRWTH,M,2018-05,0.3964321,
IRL*CPI,TOT,AGRWTH,M,2018-06,0.3960396,
IRL*CPI,TOT,AGRWTH,M,2018-07,0.7920792,
IRL*CPI,TOT,AGRWTH,M,2018-08,0.6903353,
IRL*CPI,TOT,AGRWTH,M,2018-09,0.8928571,
IRL*CPI,TOT,AGRWTH,M,2018-10,0.8937438,
IRL*CPI,TOT,AGRWTH,M,2018-11,0.5970149,
IRL*CPI,TOT,AGRWTH,M,2018-12,0.6972111,
IRL*CPI,TOT,AGRWTH,M,2019-01,0.7021063,
IRL*CPI,TOT,AGRWTH,M,2019-02,0.5964215,
IRL*CPI,TOT,AGRWTH,M,2019-03,1.090188,
IRL*CPI,TOT,AGRWTH,M,2019-04,1.6881830000000002,
IRL*CPI,TOT,AGRWTH,M,2019-05,0.9871668,
IRL*CPI,TOT,AGRWTH,M,2019-06,1.084813,
IRL*CPI,TOT,AGRWTH,M,2019-07,0.49115909999999996,
IRL*CPI,TOT,AGRWTH,M,2019-08,0.6856024000000001,
IRL*CPI,TOT,AGRWTH,M,2019-09,0.8849558000000001,
IRL*CPI,TOT,AGRWTH,M,2019-10,0.6889764,
IRL*CPI,TOT,AGRWTH,M,2019-11,1.0880319999999999,
IRL*CPI,TOT,AGRWTH,M,2019-12,1.2858559999999999,
IRL*CPI,TOT,AGRWTH,M,2020-01,1.294821,
IRL*CPI,TOT,AGRWTH,M,2020-02,1.086957,
IRL*CPI,TOT,AGRWTH,M,2020-03,0.6862745,
IRL*CPI,TOT,AGRWTH,M,2020-04,-0.09765625,
ITA*CPI,TOT,AGRWTH,M,2011-01,2.149892,
ITA*CPI,TOT,AGRWTH,M,2011-02,2.378788,
ITA*CPI,TOT,AGRWTH,M,2011-03,2.486475,
ITA*CPI,TOT,AGRWTH,M,2011-04,2.620215,
ITA*CPI,TOT,AGRWTH,M,2011-05,2.646848,
ITA*CPI,TOT,AGRWTH,M,2011-06,2.746991,
ITA*CPI,TOT,AGRWTH,M,2011-07,2.679657,
ITA*CPI,TOT,AGRWTH,M,2011-08,2.7589740000000003,
ITA*CPI,TOT,AGRWTH,M,2011-09,2.979015,
ITA*CPI,TOT,AGRWTH,M,2011-10,3.35641,
ITA*CPI,TOT,AGRWTH,M,2011-11,3.256838,
ITA*CPI,TOT,AGRWTH,M,2011-12,3.287296,
ITA*CPI,TOT,AGRWTH,M,2012-01,3.162055,
ITA*CPI,TOT,AGRWTH,M,2012-02,3.251231,
ITA*CPI,TOT,AGRWTH,M,2012-03,3.3366050000000005,
ITA*CPI,TOT,AGRWTH,M,2012-04,3.3203129999999996,
ITA*CPI,TOT,AGRWTH,M,2012-05,3.219512,
ITA*CPI,TOT,AGRWTH,M,2012-06,3.3138400000000003,
ITA*CPI,TOT,AGRWTH,M,2012-07,3.109815,
ITA*CPI,TOT,AGRWTH,M,2012-08,3.197675,
ITA*CPI,TOT,AGRWTH,M,2012-09,3.197675,
ITA*CPI,TOT,AGRWTH,M,2012-10,2.601156,
ITA*CPI,TOT,AGRWTH,M,2012-11,2.507232,
ITA*CPI,TOT,AGRWTH,M,2012-12,2.305475,
ITA*CPI,TOT,AGRWTH,M,2013-01,2.203065,
ITA*CPI,TOT,AGRWTH,M,2013-02,1.9083970000000001,
ITA*CPI,TOT,AGRWTH,M,2013-03,1.614435,
ITA*CPI,TOT,AGRWTH,M,2013-04,1.134215,
ITA*CPI,TOT,AGRWTH,M,2013-05,1.134215,
ITA*CPI,TOT,AGRWTH,M,2013-06,1.226415,
ITA*CPI,TOT,AGRWTH,M,2013-07,1.225259,
ITA*CPI,TOT,AGRWTH,M,2013-08,1.2206569999999999,
ITA*CPI,TOT,AGRWTH,M,2013-09,0.9389671,
ITA*CPI,TOT,AGRWTH,M,2013-10,0.7511736999999999,
ITA*CPI,TOT,AGRWTH,M,2013-11,0.6585137,
ITA*CPI,TOT,AGRWTH,M,2013-12,0.657277,
ITA*CPI,TOT,AGRWTH,M,2014-01,0.656045,
ITA*CPI,TOT,AGRWTH,M,2014-02,0.4681648,
ITA*CPI,TOT,AGRWTH,M,2014-03,0.3738318,
ITA*CPI,TOT,AGRWTH,M,2014-04,0.5607477,
ITA*CPI,TOT,AGRWTH,M,2014-05,0.4672897,
ITA*CPI,TOT,AGRWTH,M,2014-06,0.27958990000000006,
ITA*CPI,TOT,AGRWTH,M,2014-07,0.09310987,
ITA*CPI,TOT,AGRWTH,M,2014-08,-0.09276438,
ITA*CPI,TOT,AGRWTH,M,2014-09,-0.1860465,
ITA*CPI,TOT,AGRWTH,M,2014-10,0.09319665,
ITA*CPI,TOT,AGRWTH,M,2014-11,0.1869159,
ITA*CPI,TOT,AGRWTH,M,2014-12,0.0,
ITA*CPI,TOT,AGRWTH,M,2015-01,-0.5586591999999999,
ITA*CPI,TOT,AGRWTH,M,2015-02,-0.09319665,
ITA*CPI,TOT,AGRWTH,M,2015-03,-0.09310987,
ITA*CPI,TOT,AGRWTH,M,2015-04,-0.09293681,
ITA*CPI,TOT,AGRWTH,M,2015-05,0.09302326,
ITA*CPI,TOT,AGRWTH,M,2015-06,0.1858736,
ITA*CPI,TOT,AGRWTH,M,2015-07,0.1860465,
ITA*CPI,TOT,AGRWTH,M,2015-08,0.185701,
ITA*CPI,TOT,AGRWTH,M,2015-09,0.1863933,
ITA*CPI,TOT,AGRWTH,M,2015-10,0.27932959999999996,
ITA*CPI,TOT,AGRWTH,M,2015-11,0.09328358,
ITA*CPI,TOT,AGRWTH,M,2015-12,0.09328358,
ITA*CPI,TOT,AGRWTH,M,2016-01,0.252809,
ITA*CPI,TOT,AGRWTH,M,2016-02,-0.3218284,
ITA*CPI,TOT,AGRWTH,M,2016-03,-0.21435229999999997,
ITA*CPI,TOT,AGRWTH,M,2016-04,-0.5,
ITA*CPI,TOT,AGRWTH,M,2016-05,-0.2927509,
ITA*CPI,TOT,AGRWTH,M,2016-06,-0.3780148,
ITA*CPI,TOT,AGRWTH,M,2016-07,-0.08588672,
ITA*CPI,TOT,AGRWTH,M,2016-08,-0.07182577,
ITA*CPI,TOT,AGRWTH,M,2016-09,0.1,
ITA*CPI,TOT,AGRWTH,M,2016-10,-0.185701,
ITA*CPI,TOT,AGRWTH,M,2016-11,0.08620689999999999,
ITA*CPI,TOT,AGRWTH,M,2016-12,0.48695249999999995,
ITA*CPI,TOT,AGRWTH,M,2017-01,1.004016,
ITA*CPI,TOT,AGRWTH,M,2017-02,1.609658,
ITA*CPI,TOT,AGRWTH,M,2017-03,1.405622,
ITA*CPI,TOT,AGRWTH,M,2017-04,1.909548,
ITA*CPI,TOT,AGRWTH,M,2017-05,1.402806,
ITA*CPI,TOT,AGRWTH,M,2017-06,1.201201,
ITA*CPI,TOT,AGRWTH,M,2017-07,1.0989010000000001,
ITA*CPI,TOT,AGRWTH,M,2017-08,1.1964110000000001,
ITA*CPI,TOT,AGRWTH,M,2017-09,1.0989010000000001,
ITA*CPI,TOT,AGRWTH,M,2017-10,1.0,
ITA*CPI,TOT,AGRWTH,M,2017-11,0.9009009,
ITA*CPI,TOT,AGRWTH,M,2017-12,0.8973081,
ITA*CPI,TOT,AGRWTH,M,2018-01,0.8946322,
ITA*CPI,TOT,AGRWTH,M,2018-02,0.4950495,
ITA*CPI,TOT,AGRWTH,M,2018-03,0.7920792,
ITA*CPI,TOT,AGRWTH,M,2018-04,0.49309659999999994,
ITA*CPI,TOT,AGRWTH,M,2018-05,0.9881423,
ITA*CPI,TOT,AGRWTH,M,2018-06,1.2858559999999999,
ITA*CPI,TOT,AGRWTH,M,2018-07,1.482213,
ITA*CPI,TOT,AGRWTH,M,2018-08,1.576355,
ITA*CPI,TOT,AGRWTH,M,2018-09,1.383399,
ITA*CPI,TOT,AGRWTH,M,2018-10,1.584158,
ITA*CPI,TOT,AGRWTH,M,2018-11,1.587302,
ITA*CPI,TOT,AGRWTH,M,2018-12,1.086957,
ITA*CPI,TOT,AGRWTH,M,2019-01,0.8866995000000001,
ITA*CPI,TOT,AGRWTH,M,2019-02,0.9852216999999999,
ITA*CPI,TOT,AGRWTH,M,2019-03,0.9823183000000001,
ITA*CPI,TOT,AGRWTH,M,2019-04,1.07949,
ITA*CPI,TOT,AGRWTH,M,2019-05,0.7827789,
ITA*CPI,TOT,AGRWTH,M,2019-06,0.6835938,
ITA*CPI,TOT,AGRWTH,M,2019-07,0.38948390000000005,
ITA*CPI,TOT,AGRWTH,M,2019-08,0.3879728,
ITA*CPI,TOT,AGRWTH,M,2019-09,0.2923976,
ITA*CPI,TOT,AGRWTH,M,2019-10,0.1949318,
ITA*CPI,TOT,AGRWTH,M,2019-11,0.1953125,
ITA*CPI,TOT,AGRWTH,M,2019-12,0.48875859999999993,
ITA*CPI,TOT,AGRWTH,M,2020-01,0.48828130000000003,
ITA*CPI,TOT,AGRWTH,M,2020-02,0.2926829,
ITA*CPI,TOT,AGRWTH,M,2020-03,0.09727626,
ITA*CPI,TOT,AGRWTH,M,2020-04,0.0,
JPN*CPI,TOT,AGRWTH,M,2011-01,-0.6,
JPN*CPI,TOT,AGRWTH,M,2011-02,-0.5,
JPN*CPI,TOT,AGRWTH,M,2011-03,-0.5,
JPN*CPI,TOT,AGRWTH,M,2011-04,-0.4,
JPN*CPI,TOT,AGRWTH,M,2011-05,-0.4,
JPN*CPI,TOT,AGRWTH,M,2011-06,-0.4,
JPN*CPI,TOT,AGRWTH,M,2011-07,0.2,
JPN*CPI,TOT,AGRWTH,M,2011-08,0.2,
JPN*CPI,TOT,AGRWTH,M,2011-09,0.0,
JPN*CPI,TOT,AGRWTH,M,2011-10,-0.2,
JPN*CPI,TOT,AGRWTH,M,2011-11,-0.5,
JPN*CPI,TOT,AGRWTH,M,2011-12,-0.2,
JPN*CPI,TOT,AGRWTH,M,2012-01,0.1,
JPN*CPI,TOT,AGRWTH,M,2012-02,0.3,
JPN*CPI,TOT,AGRWTH,M,2012-03,0.5,
JPN*CPI,TOT,AGRWTH,M,2012-04,0.4,
JPN*CPI,TOT,AGRWTH,M,2012-05,0.2,
JPN*CPI,TOT,AGRWTH,M,2012-06,-0.2,
JPN*CPI,TOT,AGRWTH,M,2012-07,-0.4,
JPN*CPI,TOT,AGRWTH,M,2012-08,-0.4,
JPN*CPI,TOT,AGRWTH,M,2012-09,-0.3,
JPN*CPI,TOT,AGRWTH,M,2012-10,-0.4,
JPN*CPI,TOT,AGRWTH,M,2012-11,-0.2,
JPN*CPI,TOT,AGRWTH,M,2012-12,-0.1,
JPN*CPI,TOT,AGRWTH,M,2013-01,-0.3,
JPN*CPI,TOT,AGRWTH,M,2013-02,-0.7,
JPN*CPI,TOT,AGRWTH,M,2013-03,-0.9,
JPN*CPI,TOT,AGRWTH,M,2013-04,-0.7,
JPN*CPI,TOT,AGRWTH,M,2013-05,-0.3,
JPN*CPI,TOT,AGRWTH,M,2013-06,0.2,
JPN*CPI,TOT,AGRWTH,M,2013-07,0.7,
JPN*CPI,TOT,AGRWTH,M,2013-08,0.9,
JPN*CPI,TOT,AGRWTH,M,2013-09,1.1,
JPN*CPI,TOT,AGRWTH,M,2013-10,1.1,
JPN*CPI,TOT,AGRWTH,M,2013-11,1.5,
JPN*CPI,TOT,AGRWTH,M,2013-12,1.6,
JPN*CPI,TOT,AGRWTH,M,2014-01,1.4,
JPN*CPI,TOT,AGRWTH,M,2014-02,1.5,
JPN*CPI,TOT,AGRWTH,M,2014-03,1.6,
JPN*CPI,TOT,AGRWTH,M,2014-04,3.4,
JPN*CPI,TOT,AGRWTH,M,2014-05,3.7,
JPN*CPI,TOT,AGRWTH,M,2014-06,3.6,
JPN*CPI,TOT,AGRWTH,M,2014-07,3.4,
JPN*CPI,TOT,AGRWTH,M,2014-08,3.3,
JPN*CPI,TOT,AGRWTH,M,2014-09,3.2,
JPN*CPI,TOT,AGRWTH,M,2014-10,2.9,
JPN*CPI,TOT,AGRWTH,M,2014-11,2.4,
JPN*CPI,TOT,AGRWTH,M,2014-12,2.4,
JPN*CPI,TOT,AGRWTH,M,2015-01,2.4,
JPN*CPI,TOT,AGRWTH,M,2015-02,2.2,
JPN*CPI,TOT,AGRWTH,M,2015-03,2.3,
JPN*CPI,TOT,AGRWTH,M,2015-04,0.6,
JPN*CPI,TOT,AGRWTH,M,2015-05,0.5,
JPN*CPI,TOT,AGRWTH,M,2015-06,0.4,
JPN*CPI,TOT,AGRWTH,M,2015-07,0.2,
JPN*CPI,TOT,AGRWTH,M,2015-08,0.2,
JPN*CPI,TOT,AGRWTH,M,2015-09,0.0,
JPN*CPI,TOT,AGRWTH,M,2015-10,0.3,
JPN*CPI,TOT,AGRWTH,M,2015-11,0.3,
JPN*CPI,TOT,AGRWTH,M,2015-12,0.2,
JPN*CPI,TOT,AGRWTH,M,2016-01,-0.1,
JPN*CPI,TOT,AGRWTH,M,2016-02,0.2,
JPN*CPI,TOT,AGRWTH,M,2016-03,0.0,
JPN*CPI,TOT,AGRWTH,M,2016-04,-0.3,
JPN*CPI,TOT,AGRWTH,M,2016-05,-0.5,
JPN*CPI,TOT,AGRWTH,M,2016-06,-0.4,
JPN*CPI,TOT,AGRWTH,M,2016-07,-0.4,
JPN*CPI,TOT,AGRWTH,M,2016-08,-0.5,
JPN*CPI,TOT,AGRWTH,M,2016-09,-0.5,
JPN*CPI,TOT,AGRWTH,M,2016-10,0.1,
JPN*CPI,TOT,AGRWTH,M,2016-11,0.5,
JPN*CPI,TOT,AGRWTH,M,2016-12,0.3,
JPN*CPI,TOT,AGRWTH,M,2017-01,0.4,
JPN*CPI,TOT,AGRWTH,M,2017-02,0.3,
JPN*CPI,TOT,AGRWTH,M,2017-03,0.2,
JPN*CPI,TOT,AGRWTH,M,2017-04,0.4,
JPN*CPI,TOT,AGRWTH,M,2017-05,0.4,
JPN*CPI,TOT,AGRWTH,M,2017-06,0.4,
JPN*CPI,TOT,AGRWTH,M,2017-07,0.4,
JPN*CPI,TOT,AGRWTH,M,2017-08,0.7,
JPN*CPI,TOT,AGRWTH,M,2017-09,0.7,
JPN*CPI,TOT,AGRWTH,M,2017-10,0.2,
JPN*CPI,TOT,AGRWTH,M,2017-11,0.6,
JPN*CPI,TOT,AGRWTH,M,2017-12,1.0,
JPN*CPI,TOT,AGRWTH,M,2018-01,1.4,
JPN*CPI,TOT,AGRWTH,M,2018-02,1.5,
JPN*CPI,TOT,AGRWTH,M,2018-03,1.1,
JPN*CPI,TOT,AGRWTH,M,2018-04,0.6,
JPN*CPI,TOT,AGRWTH,M,2018-05,0.7,
JPN*CPI,TOT,AGRWTH,M,2018-06,0.7,
JPN*CPI,TOT,AGRWTH,M,2018-07,0.9,
JPN*CPI,TOT,AGRWTH,M,2018-08,1.3,
JPN*CPI,TOT,AGRWTH,M,2018-09,1.2,
JPN*CPI,TOT,AGRWTH,M,2018-10,1.4,
JPN*CPI,TOT,AGRWTH,M,2018-11,0.8,
JPN*CPI,TOT,AGRWTH,M,2018-12,0.3,
JPN*CPI,TOT,AGRWTH,M,2019-01,0.2,
JPN*CPI,TOT,AGRWTH,M,2019-02,0.2,
JPN*CPI,TOT,AGRWTH,M,2019-03,0.5,
JPN*CPI,TOT,AGRWTH,M,2019-04,0.9,
JPN*CPI,TOT,AGRWTH,M,2019-05,0.7,
JPN*CPI,TOT,AGRWTH,M,2019-06,0.7,
JPN*CPI,TOT,AGRWTH,M,2019-07,0.5,
JPN*CPI,TOT,AGRWTH,M,2019-08,0.3,
JPN*CPI,TOT,AGRWTH,M,2019-09,0.2,
JPN*CPI,TOT,AGRWTH,M,2019-10,0.2,
JPN*CPI,TOT,AGRWTH,M,2019-11,0.5,
JPN*CPI,TOT,AGRWTH,M,2019-12,0.8,
JPN*CPI,TOT,AGRWTH,M,2020-01,0.7,
JPN*CPI,TOT,AGRWTH,M,2020-02,0.4,
JPN*CPI,TOT,AGRWTH,M,2020-03,0.4,
JPN*CPI,TOT,AGRWTH,M,2020-04,0.1,
KOR*CPI,TOT,AGRWTH,M,2011-01,3.4409940000000003,
KOR*CPI,TOT,AGRWTH,M,2011-02,3.938728,
KOR*CPI,TOT,AGRWTH,M,2011-03,4.1333660000000005,
KOR*CPI,TOT,AGRWTH,M,2011-04,3.8157919999999996,
KOR*CPI,TOT,AGRWTH,M,2011-05,3.912196,
KOR*CPI,TOT,AGRWTH,M,2011-06,4.217105999999999,
KOR*CPI,TOT,AGRWTH,M,2011-07,4.5090449999999995,
KOR*CPI,TOT,AGRWTH,M,2011-08,4.68579,
KOR*CPI,TOT,AGRWTH,M,2011-09,3.759178,
KOR*CPI,TOT,AGRWTH,M,2011-10,3.5614980000000003,
KOR*CPI,TOT,AGRWTH,M,2011-11,4.175172,
KOR*CPI,TOT,AGRWTH,M,2011-12,4.158648,
KOR*CPI,TOT,AGRWTH,M,2012-01,3.3458690000000004,
KOR*CPI,TOT,AGRWTH,M,2012-02,3.032858,
KOR*CPI,TOT,AGRWTH,M,2012-03,2.661791,
KOR*CPI,TOT,AGRWTH,M,2012-04,2.55302,
KOR*CPI,TOT,AGRWTH,M,2012-05,2.538555,
KOR*CPI,TOT,AGRWTH,M,2012-06,2.196198,
KOR*CPI,TOT,AGRWTH,M,2012-07,1.4771219999999998,
KOR*CPI,TOT,AGRWTH,M,2012-08,1.266472,
KOR*CPI,TOT,AGRWTH,M,2012-09,2.087324,
KOR*CPI,TOT,AGRWTH,M,2012-10,2.091309,
KOR*CPI,TOT,AGRWTH,M,2012-11,1.631426,
KOR*CPI,TOT,AGRWTH,M,2012-12,1.425858,
KOR*CPI,TOT,AGRWTH,M,2013-01,1.629169,
KOR*CPI,TOT,AGRWTH,M,2013-02,1.583652,
KOR*CPI,TOT,AGRWTH,M,2013-03,1.461025,
KOR*CPI,TOT,AGRWTH,M,2013-04,1.329647,
KOR*CPI,TOT,AGRWTH,M,2013-05,1.148439,
KOR*CPI,TOT,AGRWTH,M,2013-06,1.168701,
KOR*CPI,TOT,AGRWTH,M,2013-07,1.615397,
KOR*CPI,TOT,AGRWTH,M,2013-08,1.504683,
KOR*CPI,TOT,AGRWTH,M,2013-09,0.9802815999999999,
KOR*CPI,TOT,AGRWTH,M,2013-10,0.8608911,
KOR*CPI,TOT,AGRWTH,M,2013-11,1.201093,
KOR*CPI,TOT,AGRWTH,M,2013-12,1.143381,
KOR*CPI,TOT,AGRWTH,M,2014-01,1.080296,
KOR*CPI,TOT,AGRWTH,M,2014-02,1.0124600000000001,
KOR*CPI,TOT,AGRWTH,M,2014-03,1.292008,
KOR*CPI,TOT,AGRWTH,M,2014-04,1.4981959999999999,
KOR*CPI,TOT,AGRWTH,M,2014-05,1.665798,
KOR*CPI,TOT,AGRWTH,M,2014-06,1.6586169999999998,
KOR*CPI,TOT,AGRWTH,M,2014-07,1.589716,
KOR*CPI,TOT,AGRWTH,M,2014-08,1.408107,
KOR*CPI,TOT,AGRWTH,M,2014-09,1.1464370000000002,
KOR*CPI,TOT,AGRWTH,M,2014-10,1.14994,
KOR*CPI,TOT,AGRWTH,M,2014-11,0.9657701999999999,
KOR*CPI,TOT,AGRWTH,M,2014-12,0.8333418,
KOR*CPI,TOT,AGRWTH,M,2015-01,0.9746273000000001,
KOR*CPI,TOT,AGRWTH,M,2015-02,0.644992,
KOR*CPI,TOT,AGRWTH,M,2015-03,0.4705147,
KOR*CPI,TOT,AGRWTH,M,2015-04,0.4359777,
KOR*CPI,TOT,AGRWTH,M,2015-05,0.5518641,
KOR*CPI,TOT,AGRWTH,M,2015-06,0.701539,
KOR*CPI,TOT,AGRWTH,M,2015-07,0.7346808000000001,
KOR*CPI,TOT,AGRWTH,M,2015-08,0.7002970000000001,
KOR*CPI,TOT,AGRWTH,M,2015-09,0.5039756,
KOR*CPI,TOT,AGRWTH,M,2015-10,0.8075885,
KOR*CPI,TOT,AGRWTH,M,2015-11,0.8193082,
KOR*CPI,TOT,AGRWTH,M,2015-12,1.132213,
KOR*CPI,TOT,AGRWTH,M,2016-01,0.6214293000000001,
KOR*CPI,TOT,AGRWTH,M,2016-02,1.113228,
KOR*CPI,TOT,AGRWTH,M,2016-03,0.8423586,
KOR*CPI,TOT,AGRWTH,M,2016-04,1.002506,
KOR*CPI,TOT,AGRWTH,M,2016-05,0.7797661,
KOR*CPI,TOT,AGRWTH,M,2016-06,0.7396302,
KOR*CPI,TOT,AGRWTH,M,2016-07,0.369151,
KOR*CPI,TOT,AGRWTH,M,2016-08,0.4881937,
KOR*CPI,TOT,AGRWTH,M,2016-09,1.348517,
KOR*CPI,TOT,AGRWTH,M,2016-10,1.4883629999999999,
KOR*CPI,TOT,AGRWTH,M,2016-11,1.531225,
KOR*CPI,TOT,AGRWTH,M,2016-12,1.337058,
KOR*CPI,TOT,AGRWTH,M,2017-01,2.241259,
KOR*CPI,TOT,AGRWTH,M,2017-02,2.08292,
KOR*CPI,TOT,AGRWTH,M,2017-03,2.277247,
KOR*CPI,TOT,AGRWTH,M,2017-04,1.9553349999999998,
KOR*CPI,TOT,AGRWTH,M,2017-05,2.0037689999999997,
KOR*CPI,TOT,AGRWTH,M,2017-06,1.8057349999999999,
KOR*CPI,TOT,AGRWTH,M,2017-07,2.166998,
KOR*CPI,TOT,AGRWTH,M,2017-08,2.488598,
KOR*CPI,TOT,AGRWTH,M,2017-09,2.000788,
KOR*CPI,TOT,AGRWTH,M,2017-10,1.761811,
KOR*CPI,TOT,AGRWTH,M,2017-11,1.153278,
KOR*CPI,TOT,AGRWTH,M,2017-12,1.408035,
KOR*CPI,TOT,AGRWTH,M,2018-01,0.7599376,
KOR*CPI,TOT,AGRWTH,M,2018-02,1.253401,
KOR*CPI,TOT,AGRWTH,M,2018-03,1.215362,
KOR*CPI,TOT,AGRWTH,M,2018-04,1.528427,
KOR*CPI,TOT,AGRWTH,M,2018-05,1.468443,
KOR*CPI,TOT,AGRWTH,M,2018-06,1.4813370000000001,
KOR*CPI,TOT,AGRWTH,M,2018-07,1.118895,
KOR*CPI,TOT,AGRWTH,M,2018-08,1.43175,
KOR*CPI,TOT,AGRWTH,M,2018-09,2.087158,
KOR*CPI,TOT,AGRWTH,M,2018-10,2.002128,
KOR*CPI,TOT,AGRWTH,M,2018-11,2.0366400000000002,
KOR*CPI,TOT,AGRWTH,M,2018-12,1.320517,
KOR*CPI,TOT,AGRWTH,M,2019-01,0.7928834,
KOR*CPI,TOT,AGRWTH,M,2019-02,0.4606084,
KOR*CPI,TOT,AGRWTH,M,2019-03,0.37463979999999997,
KOR*CPI,TOT,AGRWTH,M,2019-04,0.5561416,
KOR*CPI,TOT,AGRWTH,M,2019-05,0.6804677,
KOR*CPI,TOT,AGRWTH,M,2019-06,0.7202535,
KOR*CPI,TOT,AGRWTH,M,2019-07,0.6061772,
KOR*CPI,TOT,AGRWTH,M,2019-08,-0.03814974,
KOR*CPI,TOT,AGRWTH,M,2019-09,-0.4259347,
KOR*CPI,TOT,AGRWTH,M,2019-10,0.0,
KOR*CPI,TOT,AGRWTH,M,2019-11,0.152803,
KOR*CPI,TOT,AGRWTH,M,2019-12,0.7379013000000001,
KOR*CPI,TOT,AGRWTH,M,2020-01,1.486953,
KOR*CPI,TOT,AGRWTH,M,2020-02,1.060273,
KOR*CPI,TOT,AGRWTH,M,2020-03,1.004881,
KOR*CPI,TOT,AGRWTH,M,2020-04,0.07628492,
LUX*CPI,TOT,AGRWTH,M,2011-01,3.161305,
LUX*CPI,TOT,AGRWTH,M,2011-02,3.565515,
LUX*CPI,TOT,AGRWTH,M,2011-03,3.732162,
LUX*CPI,TOT,AGRWTH,M,2011-04,3.732078,
LUX*CPI,TOT,AGRWTH,M,2011-05,3.594057,
LUX*CPI,TOT,AGRWTH,M,2011-06,3.5179720000000003,
LUX*CPI,TOT,AGRWTH,M,2011-07,2.904746,
LUX*CPI,TOT,AGRWTH,M,2011-08,3.264288,
LUX*CPI,TOT,AGRWTH,M,2011-09,3.339115,
LUX*CPI,TOT,AGRWTH,M,2011-10,3.3788169999999997,
LUX*CPI,TOT,AGRWTH,M,2011-11,3.5579110000000003,
LUX*CPI,TOT,AGRWTH,M,2011-12,3.18025,
LUX*CPI,TOT,AGRWTH,M,2012-01,2.934488,
LUX*CPI,TOT,AGRWTH,M,2012-02,3.037732,
LUX*CPI,TOT,AGRWTH,M,2012-03,2.6455029999999997,
LUX*CPI,TOT,AGRWTH,M,2012-04,2.6798900000000003,
LUX*CPI,TOT,AGRWTH,M,2012-05,2.478119,
LUX*CPI,TOT,AGRWTH,M,2012-06,2.490765,
LUX*CPI,TOT,AGRWTH,M,2012-07,2.4712400000000003,
LUX*CPI,TOT,AGRWTH,M,2012-08,2.583491,
LUX*CPI,TOT,AGRWTH,M,2012-09,2.916492,
LUX*CPI,TOT,AGRWTH,M,2012-10,2.901739,
LUX*CPI,TOT,AGRWTH,M,2012-11,2.506266,
LUX*CPI,TOT,AGRWTH,M,2012-12,2.3195069999999998,
LUX*CPI,TOT,AGRWTH,M,2013-01,2.0934150000000002,
LUX*CPI,TOT,AGRWTH,M,2013-02,2.3068169999999997,
LUX*CPI,TOT,AGRWTH,M,2013-03,1.9690720000000002,
LUX*CPI,TOT,AGRWTH,M,2013-04,1.726264,
LUX*CPI,TOT,AGRWTH,M,2013-05,1.6464290000000001,
LUX*CPI,TOT,AGRWTH,M,2013-06,2.05952,
LUX*CPI,TOT,AGRWTH,M,2013-07,1.8399169999999998,
LUX*CPI,TOT,AGRWTH,M,2013-08,1.760852,
LUX*CPI,TOT,AGRWTH,M,2013-09,1.4984709999999999,
LUX*CPI,TOT,AGRWTH,M,2013-10,1.160542,
LUX*CPI,TOT,AGRWTH,M,2013-11,1.232681,
LUX*CPI,TOT,AGRWTH,M,2013-12,1.5419180000000001,
LUX*CPI,TOT,AGRWTH,M,2014-01,1.535291,
LUX*CPI,TOT,AGRWTH,M,2014-02,0.859454,
LUX*CPI,TOT,AGRWTH,M,2014-03,0.8391466999999999,
LUX*CPI,TOT,AGRWTH,M,2014-04,0.7777778000000001,
LUX*CPI,TOT,AGRWTH,M,2014-05,1.032598,
LUX*CPI,TOT,AGRWTH,M,2014-06,0.8576328999999999,
LUX*CPI,TOT,AGRWTH,M,2014-07,0.990099,
LUX*CPI,TOT,AGRWTH,M,2014-08,0.5935614,
LUX*CPI,TOT,AGRWTH,M,2014-09,0.3314251,
LUX*CPI,TOT,AGRWTH,M,2014-10,0.301902,
LUX*CPI,TOT,AGRWTH,M,2014-11,0.07044379,
LUX*CPI,TOT,AGRWTH,M,2014-12,-0.6134352,
LUX*CPI,TOT,AGRWTH,M,2015-01,-0.3551857,
LUX*CPI,TOT,AGRWTH,M,2015-02,0.09022556,
LUX*CPI,TOT,AGRWTH,M,2015-03,0.2406256,
LUX*CPI,TOT,AGRWTH,M,2015-04,0.26059940000000004,
LUX*CPI,TOT,AGRWTH,M,2015-05,0.6513026,
LUX*CPI,TOT,AGRWTH,M,2015-06,0.6802720999999999,
LUX*CPI,TOT,AGRWTH,M,2015-07,0.6468567,
LUX*CPI,TOT,AGRWTH,M,2015-08,0.5500550000000001,
LUX*CPI,TOT,AGRWTH,M,2015-09,0.48048050000000003,
LUX*CPI,TOT,AGRWTH,M,2015-10,0.5317548000000001,
